card_id,rank_corpus,verbo,verbo_base,tiempo_id,tiempo,regularidad_tarjeta,terminacion,pronominal,patrones_tarjeta,aplicable,yo,tu,el_ella_usted,nosotros,ellos_ellas_ustedes,nota
estudiar__preterito,88,estudiar,estudiar,preterito,Pretérito,regular,ar,no,regular,sí,estudié,estudiaste,estudió,estudiamos,estudiaron,
estudiar__imperfecto,88,estudiar,estudiar,imperfecto,Imperfecto,regular,ar,no,regular,sí,estudiaba,estudiabas,estudiaba,estudiábamos,estudiaban,
estudiar__futuro,88,estudiar,estudiar,futuro,Futuro,regular,ar,no,regular,sí,estudiaré,estudiarás,estudiará,estudiaremos,estudiarán,
estudiar__condicional,88,estudiar,estudiar,condicional,Condicional,regular,ar,no,regular,sí,estudiaría,estudiarías,estudiaría,estudiaríamos,estudiarían,
estudiar__presente_subjuntivo,88,estudiar,estudiar,presente_subjuntivo,Presente de subjuntivo,regular,ar,no,regular,sí,estudie,estudies,estudie,estudiemos,estudien,
estudiar__imperfecto_subjuntivo,88,estudiar,estudiar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,estudiara,estudiaras,estudiara,estudiáramos,estudiaran,
estudiar__imperativo,88,estudiar,estudiar,imperativo,Imperativo,regular,ar,no,regular,sí,,estudia / no estudies,estudie / no estudie,estudiemos / no estudiemos,estudien / no estudien,
ayudar__presente_indicativo,89,ayudar,ayudar,presente_indicativo,Presente,regular,ar,no,regular,sí,ayudo,ayudas,ayuda,ayudamos,ayudan,
ayudar__preterito,89,ayudar,ayudar,preterito,Pretérito,regular,ar,no,regular,sí,ayudé,ayudaste,ayudó,ayudamos,ayudaron,
ayudar__imperfecto,89,ayudar,ayudar,imperfecto,Imperfecto,regular,ar,no,regular,sí,ayudaba,ayudabas,ayudaba,ayudábamos,ayudaban,
ayudar__futuro,89,ayudar,ayudar,futuro,Futuro,regular,ar,no,regular,sí,ayudaré,ayudarás,ayudará,ayudaremos,ayudarán,
ayudar__condicional,89,ayudar,ayudar,condicional,Condicional,regular,ar,no,regular,sí,ayudaría,ayudarías,ayudaría,ayudaríamos,ayudarían,
ayudar__presente_subjuntivo,89,ayudar,ayudar,presente_subjuntivo,Presente de subjuntivo,regular,ar,no,regular,sí,ayude,ayudes,ayude,ayudemos,ayuden,
ayudar__imperfecto_subjuntivo,89,ayudar,ayudar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,ayudara,ayudaras,ayudara,ayudáramos,ayudaran,
ayudar__imperativo,89,ayudar,ayudar,imperativo,Imperativo,regular,ar,no,regular,sí,,ayuda / no ayudes,ayude / no ayude,ayudemos / no ayudemos,ayuden / no ayuden,
llamar__presente_indicativo,90,llamar,llamar,presente_indicativo,Presente,regular,ar,no,regular,sí,llamo,llamas,llama,llamamos,llaman,
llamar__preterito,90,llamar,llamar,preterito,Pretérito,regular,ar,no,regular,sí,llamé,llamaste,llamó,llamamos,llamaron,
llamar__imperfecto,90,llamar,llamar,imperfecto,Imperfecto,regular,ar,no,regular,sí,llamaba,llamabas,llamaba,llamábamos,llamaban,
llamar__futuro,90,llamar,llamar,futuro,Futuro,regular,ar,no,regular,sí,llamaré,llamarás,llamará,llamaremos,llamarán,
llamar__condicional,90,llamar,llamar,condicional,Condicional,regular,ar,no,regular,sí,llamaría,llamarías,llamaría,llamaríamos,llamarían,
llamar__presente_subjuntivo,90,llamar,llamar,presente_subjuntivo,Presente de subjuntivo,regular,ar,no,regular,sí,llame,llames,llame,llamemos,llamen,
llamar__imperfecto_subjuntivo,90,llamar,llamar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,llamara,llamaras,llamara,llamáramos,llamaran,
llamar__imperativo,90,llamar,llamar,imperativo,Imperativo,regular,ar,no,regular,sí,,llama / no llames,llame / no llame,llamemos / no llamemos,llamen / no llamen,
encontrar__presente_indicativo,91,encontrar,encontrar,presente_indicativo,Presente,irregular,ar,no,o→ue,sí,encuentro,encuentras,encuentra,encontramos,encuentran,
encontrar__preterito,91,encontrar,encontrar,preterito,Pretérito,regular,ar,no,regular,sí,encontré,encontraste,encontró,encontramos,encontraron,
encontrar__imperfecto,91,encontrar,encontrar,imperfecto,Imperfecto,regular,ar,no,regular,sí,encontraba,encontrabas,encontraba,encontrábamos,encontraban,
encontrar__futuro,91,encontrar,encontrar,futuro,Futuro,regular,ar,no,regular,sí,encontraré,encontrarás,encontrará,encontraremos,encontrarán,
encontrar__condicional,91,encontrar,encontrar,condicional,Condicional,regular,ar,no,regular,sí,encontraría,encontrarías,encontraría,encontraríamos,encontrarían,
encontrar__presente_subjuntivo,91,encontrar,encontrar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,o→ue,sí,encuentre,encuentres,encuentre,encontremos,encuentren,
encontrar__imperfecto_subjuntivo,91,encontrar,encontrar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,encontrara,encontraras,encontrara,encontráramos,encontraran,
encontrar__imperativo,91,encontrar,encontrar,imperativo,Imperativo,irregular,ar,no,o→ue,sí,,encuentra / no encuentres,encuentre / no encuentre,encontremos / no encontremos,encuentren / no encuentren,
faltar__presente_indicativo,92,faltar,faltar,presente_indicativo,Presente,regular,ar,no,regular,sí,falto,faltas,falta,faltamos,faltan,
faltar__preterito,92,faltar,faltar,preterito,Pretérito,regular,ar,no,regular,sí,falté,faltaste,faltó,faltamos,faltaron,
faltar__imperfecto,92,faltar,faltar,imperfecto,Imperfecto,regular,ar,no,regular,sí,faltaba,faltabas,faltaba,faltábamos,faltaban,
faltar__futuro,92,faltar,faltar,futuro,Futuro,regular,ar,no,regular,sí,faltaré,faltarás,faltará,faltaremos,faltarán,
faltar__condicional,92,faltar,faltar,condicional,Condicional,regular,ar,no,regular,sí,faltaría,faltarías,faltaría,faltaríamos,faltarían,
faltar__presente_subjuntivo,92,faltar,faltar,presente_subjuntivo,Presente de subjuntivo,regular,ar,no,regular,sí,falte,faltes,falte,faltemos,falten,
faltar__imperfecto_subjuntivo,92,faltar,faltar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,faltara,faltaras,faltara,faltáramos,faltaran,
faltar__imperativo,92,faltar,faltar,imperativo,Imperativo,regular,ar,no,regular,sí,,falta / no faltes,falte / no falte,faltemos / no faltemos,falten / no falten,
valer__presente_indicativo,93,valer,valer,presente_indicativo,Presente,irregular,er,no,yo→-go,sí,valgo,vales,vale,valemos,valen,
valer__preterito,93,valer,valer,preterito,Pretérito,regular,er,no,regular,sí,valí,valiste,valió,valimos,valieron,
valer__imperfecto,93,valer,valer,imperfecto,Imperfecto,regular,er,no,regular,sí,valía,valías,valía,valíamos,valían,
valer__futuro,93,valer,valer,futuro,Futuro,irregular,er,no,raíz irregular,sí,valdré,valdrás,valdrá,valdremos,valdrán,
valer__condicional,93,valer,valer,condicional,Condicional,irregular,er,no,raíz irregular,sí,valdría,valdrías,valdría,valdríamos,valdrían,
valer__presente_subjuntivo,93,valer,valer,presente_subjuntivo,Presente de subjuntivo,irregular,er,no,yo irregular,sí,valga,valgas,valga,valgamos,valgan,
valer__imperfecto_subjuntivo,93,valer,valer,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,er,no,regular,sí,valiera,valieras,valiera,valiéramos,valieran,
valer__imperativo,93,valer,valer,imperativo,Imperativo,irregular,er,no,yo irregular,sí,,vale / no valgas,valga / no valga,valgamos / no valgamos,valgan / no valgan,
escribir__presente_indicativo,94,escribir,escribir,presente_indicativo,Presente,regular,ir,no,regular,sí,escribo,escribes,escribe,escribimos,escriben,
escribir__preterito,94,escribir,escribir,preterito,Pretérito,regular,ir,no,regular,sí,escribí,escribiste,escribió,escribimos,escribieron,
escribir__imperfecto,94,escribir,escribir,imperfecto,Imperfecto,regular,ir,no,regular,sí,escribía,escribías,escribía,escribíamos,escribían,
escribir__futuro,94,escribir,escribir,futuro,Futuro,regular,ir,no,regular,sí,escribiré,escribirás,escribirá,escribiremos,escribirán,
escribir__condicional,94,escribir,escribir,condicional,Condicional,regular,ir,no,regular,sí,escribiría,escribirías,escribiría,escribiríamos,escribirían,
escribir__presente_subjuntivo,94,escribir,escribir,presente_subjuntivo,Presente de subjuntivo,regular,ir,no,regular,sí,escriba,escribas,escriba,escribamos,escriban,
escribir__imperfecto_subjuntivo,94,escribir,escribir,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ir,no,regular,sí,escribiera,escribieras,escribiera,escribiéramos,escribieran,
escribir__imperativo,94,escribir,escribir,imperativo,Imperativo,regular,ir,no,regular,sí,,escribe / no escribas,escriba / no escriba,escribamos / no escribamos,escriban / no escriban,
parar__presente_indicativo,95,parar,parar,presente_indicativo,Presente,regular,ar,no,regular,sí,paro,paras,para,paramos,paran,
parar__preterito,95,parar,parar,preterito,Pretérito,regular,ar,no,regular,sí,paré,paraste,paró,paramos,pararon,
parar__imperfecto,95,parar,parar,imperfecto,Imperfecto,regular,ar,no,regular,sí,paraba,parabas,paraba,parábamos,paraban,
parar__futuro,95,parar,parar,futuro,Futuro,regular,ar,no,regular,sí,pararé,pararás,parará,pararemos,pararán,
parar__condicional,95,parar,parar,condicional,Condicional,regular,ar,no,regular,sí,pararía,pararías,pararía,pararíamos,pararían,
parar__presente_subjuntivo,95,parar,parar,presente_subjuntivo,Presente de subjuntivo,regular,ar,no,regular,sí,pare,pares,pare,paremos,paren,
parar__imperfecto_subjuntivo,95,parar,parar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,parara,pararas,parara,paráramos,pararan,
parar__imperativo,95,parar,parar,imperativo,Imperativo,regular,ar,no,regular,sí,,para / no pares,pare / no pare,paremos / no paremos,paren / no paren,
tirar__presente_indicativo,96,tirar,tirar,presente_indicativo,Presente,regular,ar,no,regular,sí,tiro,tiras,tira,tiramos,tiran,
tirar__preterito,96,tirar,tirar,preterito,Pretérito,regular,ar,no,regular,sí,tiré,tiraste,tiró,tiramos,tiraron,
tirar__imperfecto,96,tirar,tirar,imperfecto,Imperfecto,regular,ar,no,regular,sí,tiraba,tirabas,tiraba,tirábamos,tiraban,
tirar__futuro,96,tirar,tirar,futuro,Futuro,regular,ar,no,regular,sí,tiraré,tirarás,tirará,tiraremos,tirarán,
tirar__condicional,96,tirar,tirar,condicional,Condicional,regular,ar,no,regular,sí,tiraría,tirarías,tiraría,tiraríamos,tirarían,
tirar__presente_subjuntivo,96,tirar,tirar,presente_subjuntivo,Presente de subjuntivo,regular,ar,no,regular,sí,tire,tires,tire,tiremos,tiren,
tirar__imperfecto_subjuntivo,96,tirar,tirar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,tirara,tiraras,tirara,tiráramos,tiraran,
tirar__imperativo,96,tirar,tirar,imperativo,Imperativo,regular,ar,no,regular,sí,,tira / no tires,tire / no tire,tiremos / no tiremos,tiren / no tiren,
perder__presente_indicativo,97,perder,perder,presente_indicativo,Presente,irregular,er,no,e→ie,sí,pierdo,pierdes,pierde,perdemos,pierden,
perder__preterito,97,perder,perder,preterito,Pretérito,regular,er,no,regular,sí,perdí,perdiste,perdió,perdimos,perdieron,
perder__imperfecto,97,perder,perder,imperfecto,Imperfecto,regular,er,no,regular,sí,perdía,perdías,perdía,perdíamos,perdían,
perder__futuro,97,perder,perder,futuro,Futuro,regular,er,no,regular,sí,perderé,perderás,perderá,perderemos,perderán,
perder__condicional,97,perder,perder,condicional,Condicional,regular,er,no,regular,sí,perdería,perderías,perdería,perderíamos,perderían,
perder__presente_subjuntivo,97,perder,perder,presente_subjuntivo,Presente de subjuntivo,irregular,er,no,e→ie,sí,pierda,pierdas,pierda,perdamos,pierdan,
perder__imperfecto_subjuntivo,97,perder,perder,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,er,no,regular,sí,perdiera,perdieras,perdiera,perdiéramos,perdieran,
perder__imperativo,97,perder,perder,imperativo,Imperativo,irregular,er,no,e→ie,sí,,pierde / no pierdas,pierda / no pierda,perdamos / no perdamos,pierdan / no pierdan,
cuidar__presente_indicativo,98,cuidar,cuidar,presente_indicativo,Presente,regular,ar,no,regular,sí,cuido,cuidas,cuida,cuidamos,cuidan,
cuidar__preterito,98,cuidar,cuidar,preterito,Pretérito,regular,ar,no,regular,sí,cuidé,cuidaste,cuidó,cuidamos,cuidaron,
cuidar__imperfecto,98,cuidar,cuidar,imperfecto,Imperfecto,regular,ar,no,regular,sí,cuidaba,cuidabas,cuidaba,cuidábamos,cuidaban,
cuidar__futuro,98,cuidar,cuidar,futuro,Futuro,regular,ar,no,regular,sí,cuidaré,cuidarás,cuidará,cuidaremos,cuidarán,
cuidar__condicional,98,cuidar,cuidar,condicional,Condicional,regular,ar,no,regular,sí,cuidaría,cuidarías,cuidaría,cuidaríamos,cuidarían,
cuidar__presente_subjuntivo,98,cuidar,cuidar,presente_subjuntivo,Presente de subjuntivo,regular,ar,no,regular,sí,cuide,cuides,cuide,cuidemos,cuiden,
cuidar__imperfecto_subjuntivo,98,cuidar,cuidar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,cuidara,cuidaras,cuidara,cuidáramos,cuidaran,
cuidar__imperativo,98,cuidar,cuidar,imperativo,Imperativo,regular,ar,no,regular,sí,,cuida / no cuides,cuide / no cuide,cuidemos / no cuidemos,cuiden / no cuiden,
llevarse__presente_indicativo,99,llevarse,llevar,presente_indicativo,Presente,regular,ar,sí,regular,sí,me llevo,te llevas,se lleva,nos llevamos,se llevan,
llevarse__preterito,99,llevarse,llevar,preterito,Pretérito,regular,ar,sí,regular,sí,me llevé,te llevaste,se llevó,nos llevamos,se llevaron,
llevarse__imperfecto,99,llevarse,llevar,imperfecto,Imperfecto,regular,ar,sí,regular,sí,me llevaba,te llevabas,se llevaba,nos llevábamos,se llevaban,
llevarse__futuro,99,llevarse,llevar,futuro,Futuro,regular,ar,sí,regular,sí,me llevaré,te llevarás,se llevará,nos llevaremos,se llevarán,
llevarse__condicional,99,llevarse,llevar,condicional,Condicional,regular,ar,sí,regular,sí,me llevaría,te llevarías,se llevaría,nos llevaríamos,se llevarían,
llevarse__presente_subjuntivo,99,llevarse,llevar,presente_subjuntivo,Presente de subjuntivo,regular,ar,sí,regular,sí,me lleve,te lleves,se lleve,nos llevemos,se lleven,
llevarse__imperfecto_subjuntivo,99,llevarse,llevar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,sí,regular,sí,me llevara,te llevaras,se llevara,nos lleváramos,se llevaran,
llevarse__imperativo,99,llevarse,llevar,imperativo,Imperativo,regular,ar,sí,regular,sí,,llévate / no te lleves,llévese / no se lleve,llevémonos / no nos llevemos,llévense / no se lleven,
matar__presente_indicativo,100,matar,matar,presente_indicativo,Presente,regular,ar,no,regular,sí,mato,matas,mata,matamos,matan,
matar__preterito,100,matar,matar,preterito,Pretérito,regular,ar,no,regular,sí,maté,mataste,mató,matamos,mataron,
matar__imperfecto,100,matar,matar,imperfecto,Imperfecto,regular,ar,no,regular,sí,mataba,matabas,mataba,matábamos,mataban,
matar__futuro,100,matar,matar,futuro,Futuro,regular,ar,no,regular,sí,mataré,matarás,matará,mataremos,matarán,
matar__condicional,100,matar,matar,condicional,Condicional,regular,ar,no,regular,sí,mataría,matarías,mataría,mataríamos,matarían,
matar__presente_subjuntivo,100,matar,matar,presente_subjuntivo,Presente de subjuntivo,regular,ar,no,regular,sí,mate,mates,mate,matemos,maten,
matar__imperfecto_subjuntivo,100,matar,matar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,matara,mataras,matara,matáramos,mataran,
matar__imperativo,100,matar,matar,imperativo,Imperativo,regular,ar,no,regular,sí,,mata / no mates,mate / no mate,matemos / no matemos,maten / no maten,
platicar__presente_indicativo,101,platicar,platicar,presente_indicativo,Presente,regular,ar,no,regular,sí,platico,platicas,platica,platicamos,platican,
platicar__preterito,101,platicar,platicar,preterito,Pretérito,irregular,ar,no,cambio ortográfico,sí,platiqué,platicaste,platicó,platicamos,platicaron,
platicar__imperfecto,101,platicar,platicar,imperfecto,Imperfecto,regular,ar,no,regular,sí,platicaba,platicabas,platicaba,platicábamos,platicaban,
platicar__futuro,101,platicar,platicar,futuro,Futuro,regular,ar,no,regular,sí,platicaré,platicarás,platicará,platicaremos,platicarán,
platicar__condicional,101,platicar,platicar,condicional,Condicional,regular,ar,no,regular,sí,platicaría,platicarías,platicaría,platicaríamos,platicarían,
platicar__presente_subjuntivo,101,platicar,platicar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,cambio ortográfico,sí,platique,platiques,platique,platiquemos,platiquen,
platicar__imperfecto_subjuntivo,101,platicar,platicar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,platicara,platicaras,platicara,platicáramos,platicaran,
platicar__imperativo,101,platicar,platicar,imperativo,Imperativo,irregular,ar,no,cambio ortográfico,sí,,platica / no platiques,platique / no platique,platiquemos / no platiquemos,platiquen / no platiquen,
pegar__presente_indicativo,102,pegar,pegar,presente_indicativo,Presente,regular,ar,no,regular,sí,pego,pegas,pega,pegamos,pegan,
pegar__preterito,102,pegar,pegar,preterito,Pretérito,irregular,ar,no,cambio ortográfico,sí,pegué,pegaste,pegó,pegamos,pegaron,
pegar__imperfecto,102,pegar,pegar,imperfecto,Imperfecto,regular,ar,no,regular,sí,pegaba,pegabas,pegaba,pegábamos,pegaban,
pegar__futuro,102,pegar,pegar,futuro,Futuro,regular,ar,no,regular,sí,pegaré,pegarás,pegará,pegaremos,pegarán,
pegar__condicional,102,pegar,pegar,condicional,Condicional,regular,ar,no,regular,sí,pegaría,pegarías,pegaría,pegaríamos,pegarían,
pegar__presente_subjuntivo,102,pegar,pegar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,cambio ortográfico,sí,pegue,pegues,pegue,peguemos,peguen,
pegar__imperfecto_subjuntivo,102,pegar,pegar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,pegara,pegaras,pegara,pegáramos,pegaran,
pegar__imperativo,102,pegar,pegar,imperativo,Imperativo,irregular,ar,no,cambio ortográfico,sí,,pega / no pegues,pegue / no pegue,peguemos / no peguemos,peguen / no peguen,
invitar__presente_indicativo,103,invitar,invitar,presente_indicativo,Presente,regular,ar,no,regular,sí,invito,invitas,invita,invitamos,invitan,
invitar__preterito,103,invitar,invitar,preterito,Pretérito,regular,ar,no,regular,sí,invité,invitaste,invitó,invitamos,invitaron,
invitar__imperfecto,103,invitar,invitar,imperfecto,Imperfecto,regular,ar,no,regular,sí,invitaba,invitabas,invitaba,invitábamos,invitaban,
invitar__futuro,103,invitar,invitar,futuro,Futuro,regular,ar,no,regular,sí,invitaré,invitarás,invitará,invitaremos,invitarán,
invitar__condicional,103,invitar,invitar,condicional,Condicional,regular,ar,no,regular,sí,invitaría,invitarías,invitaría,invitaríamos,invitarían,
invitar__presente_subjuntivo,103,invitar,invitar,presente_subjuntivo,Presente de subjuntivo,regular,ar,no,regular,sí,invite,invites,invite,invitemos,inviten,
invitar__imperfecto_subjuntivo,103,invitar,invitar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,invitara,invitaras,invitara,invitáramos,invitaran,
invitar__imperativo,103,invitar,invitar,imperativo,Imperativo,regular,ar,no,regular,sí,,invita / no invites,invite / no invite,invitemos / no invitemos,inviten / no inviten,
hacerse__presente_indicativo,104,hacerse,hacer,presente_indicativo,Presente,irregular,er,sí,yo→-go,sí,me hago,te haces,se hace,nos hacemos,se hacen,
hacerse__preterito,104,hacerse,hacer,preterito,Pretérito,irregular,er,sí,raíz irregular,sí,me hice,te hiciste,se hizo,nos hicimos,se hicieron,
hacerse__imperfecto,104,hacerse,hacer,imperfecto,Imperfecto,regular,er,sí,regular,sí,me hacía,te hacías,se hacía,nos hacíamos,se hacían,
hacerse__futuro,104,hacerse,hacer,futuro,Futuro,irregular,er,sí,raíz irregular,sí,me haré,te harás,se hará,nos haremos,se harán,
hacerse__condicional,104,hacerse,hacer,condicional,Condicional,irregular,er,sí,raíz irregular,sí,me haría,te harías,se haría,nos haríamos,se harían,
hacerse__presente_subjuntivo,104,hacerse,hacer,presente_subjuntivo,Presente de subjuntivo,irregular,er,sí,yo irregular,sí,me haga,te hagas,se haga,nos hagamos,se hagan,
hacerse__imperfecto_subjuntivo,104,hacerse,hacer,imperfecto_subjuntivo,Imperfecto de subjuntivo,irregular,er,sí,raíz irregular,sí,me hiciera,te hicieras,se hiciera,nos hiciéramos,se hicieran,
hacerse__imperativo,104,hacerse,hacer,imperativo,Imperativo,irregular,er,sí,muy irregular,sí,,hazte / no te hagas,hágase / no se haga,hagámonos / no nos hagamos,háganse / no se hagan,
cumplir__presente_indicativo,105,cumplir,cumplir,presente_indicativo,Presente,regular,ir,no,regular,sí,cumplo,cumples,cumple,cumplimos,cumplen,
cumplir__preterito,105,cumplir,cumplir,preterito,Pretérito,regular,ir,no,regular,sí,cumplí,cumpliste,cumplió,cumplimos,cumplieron,
cumplir__imperfecto,105,cumplir,cumplir,imperfecto,Imperfecto,regular,ir,no,regular,sí,cumplía,cumplías,cumplía,cumplíamos,cumplían,
cumplir__futuro,105,cumplir,cumplir,futuro,Futuro,regular,ir,no,regular,sí,cumpliré,cumplirás,cumplirá,cumpliremos,cumplirán,
cumplir__condicional,105,cumplir,cumplir,condicional,Condicional,regular,ir,no,regular,sí,cumpliría,cumplirías,cumpliría,cumpliríamos,cumplirían,
cumplir__presente_subjuntivo,105,cumplir,cumplir,presente_subjuntivo,Presente de subjuntivo,regular,ir,no,regular,sí,cumpla,cumplas,cumpla,cumplamos,cumplan,
cumplir__imperfecto_subjuntivo,105,cumplir,cumplir,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ir,no,regular,sí,cumpliera,cumplieras,cumpliera,cumpliéramos,cumplieran,
cumplir__imperativo,105,cumplir,cumplir,imperativo,Imperativo,regular,ir,no,regular,sí,,cumple / no cumplas,cumpla / no cumpla,cumplamos / no cumplamos,cumplan / no cumplan,
partir__presente_indicativo,110,partir,partir,presente_indicativo,Presente,regular,ir,no,regular,sí,parto,partes,parte,partimos,parten,
partir__preterito,110,partir,partir,preterito,Pretérito,regular,ir,no,regular,sí,partí,partiste,partió,partimos,partieron,
partir__imperfecto,110,partir,partir,imperfecto,Imperfecto,regular,ir,no,regular,sí,partía,partías,partía,partíamos,partían,
partir__futuro,110,partir,partir,futuro,Futuro,regular,ir,no,regular,sí,partiré,partirás,partirá,partiremos,partirán,
partir__condicional,110,partir,partir,condicional,Condicional,regular,ir,no,regular,sí,partiría,partirías,partiría,partiríamos,partirían,
partir__presente_subjuntivo,110,partir,partir,presente_subjuntivo,Presente de subjuntivo,regular,ir,no,regular,sí,parta,partas,parta,partamos,partan,
partir__imperfecto_subjuntivo,110,partir,partir,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ir,no,regular,sí,partiera,partieras,partiera,partiéramos,partieran,
partir__imperativo,110,partir,partir,imperativo,Imperativo,regular,ir,no,regular,sí,,parte / no partas,parta / no parta,partamos / no partamos,partan / no partan,
mover__presente_indicativo,112,mover,mover,presente_indicativo,Presente,irregular,er,no,o→ue,sí,muevo,mueves,mueve,movemos,mueven,
mover__preterito,112,mover,mover,preterito,Pretérito,regular,er,no,regular,sí,moví,moviste,movió,movimos,movieron,
mover__imperfecto,112,mover,mover,imperfecto,Imperfecto,regular,er,no,regular,sí,movía,movías,movía,movíamos,movían,
mover__futuro,112,mover,mover,futuro,Futuro,regular,er,no,regular,sí,moveré,moverás,moverá,moveremos,moverán,
mover__condicional,112,mover,mover,condicional,Condicional,regular,er,no,regular,sí,movería,moverías,movería,moveríamos,moverían,
mover__presente_subjuntivo,112,mover,mover,presente_subjuntivo,Presente de subjuntivo,irregular,er,no,o→ue,sí,mueva,muevas,mueva,movamos,muevan,
mover__imperfecto_subjuntivo,112,mover,mover,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,er,no,regular,sí,moviera,movieras,moviera,moviéramos,movieran,
mover__imperativo,112,mover,mover,imperativo,Imperativo,irregular,er,no,o→ue,sí,,mueve / no muevas,mueva / no mueva,movamos / no movamos,muevan / no muevan,
salirse__presente_indicativo,113,salirse,salir,presente_indicativo,Presente,irregular,ir,sí,yo→-go,sí,me salgo,te sales,se sale,nos salimos,se salen,
salirse__preterito,113,salirse,salir,preterito,Pretérito,regular,ir,sí,regular,sí,me salí,te saliste,se salió,nos salimos,se salieron,
salirse__imperfecto,113,salirse,salir,imperfecto,Imperfecto,regular,ir,sí,regular,sí,me salía,te salías,se salía,nos salíamos,se salían,
salirse__futuro,113,salirse,salir,futuro,Futuro,irregular,ir,sí,raíz irregular,sí,me saldré,te saldrás,se saldrá,nos saldremos,se saldrán,
salirse__condicional,113,salirse,salir,condicional,Condicional,irregular,ir,sí,raíz irregular,sí,me saldría,te saldrías,se saldría,nos saldríamos,se saldrían,
salirse__presente_subjuntivo,113,salirse,salir,presente_subjuntivo,Presente de subjuntivo,irregular,ir,sí,yo irregular,sí,me salga,te salgas,se salga,nos salgamos,se salgan,
salirse__imperfecto_subjuntivo,113,salirse,salir,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ir,sí,regular,sí,me saliera,te salieras,se saliera,nos saliéramos,se salieran,
salirse__imperativo,113,salirse,salir,imperativo,Imperativo,irregular,ir,sí,muy irregular,sí,,salte / no te salgas,sálgase / no se salga,salgámonos / no nos salgamos,sálganse / no se salgan,
entregar__presente_indicativo,116,entregar,entregar,presente_indicativo,Presente,regular,ar,no,regular,sí,entrego,entregas,entrega,entregamos,entregan,
entregar__preterito,116,entregar,entregar,preterito,Pretérito,irregular,ar,no,cambio ortográfico,sí,entregué,entregaste,entregó,entregamos,entregaron,
entregar__imperfecto,116,entregar,entregar,imperfecto,Imperfecto,regular,ar,no,regular,sí,entregaba,entregabas,entregaba,entregábamos,entregaban,
entregar__futuro,116,entregar,entregar,futuro,Futuro,regular,ar,no,regular,sí,entregaré,entregarás,entregará,entregaremos,entregarán,
entregar__condicional,116,entregar,entregar,condicional,Condicional,regular,ar,no,regular,sí,entregaría,entregarías,entregaría,entregaríamos,entregarían,
entregar__presente_subjuntivo,116,entregar,entregar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,cambio ortográfico,sí,entregue,entregues,entregue,entreguemos,entreguen,
entregar__imperfecto_subjuntivo,116,entregar,entregar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,entregara,entregaras,entregara,entregáramos,entregaran,
entregar__imperativo,116,entregar,entregar,imperativo,Imperativo,irregular,ar,no,cambio ortográfico,sí,,entrega / no entregues,entregue / no entregue,entreguemos / no entreguemos,entreguen / no entreguen,
aprender__presente_indicativo,117,aprender,aprender,presente_indicativo,Presente,regular,er,no,regular,sí,aprendo,aprendes,aprende,aprendemos,aprenden,
aprender__preterito,117,aprender,aprender,preterito,Pretérito,regular,er,no,regular,sí,aprendí,aprendiste,aprendió,aprendimos,aprendieron,
aprender__imperfecto,117,aprender,aprender,imperfecto,Imperfecto,regular,er,no,regular,sí,aprendía,aprendías,aprendía,aprendíamos,aprendían,
aprender__futuro,117,aprender,aprender,futuro,Futuro,regular,er,no,regular,sí,aprenderé,aprenderás,aprenderá,aprenderemos,aprenderán,
aprender__condicional,117,aprender,aprender,condicional,Condicional,regular,er,no,regular,sí,aprendería,aprenderías,aprendería,aprenderíamos,aprenderían,
aprender__presente_subjuntivo,117,aprender,aprender,presente_subjuntivo,Presente de subjuntivo,regular,er,no,regular,sí,aprenda,aprendas,aprenda,aprendamos,aprendan,
