card_id,rank_corpus,verbo,verbo_base,tiempo_id,tiempo,regularidad_tarjeta,terminacion,pronominal,patrones_tarjeta,aplicable,yo,tu,el_ella_usted,nosotros,ellos_ellas_ustedes,nota
llevar__presente_indicativo,25,llevar,llevar,presente_indicativo,Presente,regular,ar,no,regular,sí,llevo,llevas,lleva,llevamos,llevan,
llevar__preterito,25,llevar,llevar,preterito,Pretérito,regular,ar,no,regular,sí,llevé,llevaste,llevó,llevamos,llevaron,
llevar__imperfecto,25,llevar,llevar,imperfecto,Imperfecto,regular,ar,no,regular,sí,llevaba,llevabas,llevaba,llevábamos,llevaban,
llevar__futuro,25,llevar,llevar,futuro,Futuro,regular,ar,no,regular,sí,llevaré,llevarás,llevará,llevaremos,llevarán,
llevar__condicional,25,llevar,llevar,condicional,Condicional,regular,ar,no,regular,sí,llevaría,llevarías,llevaría,llevaríamos,llevarían,
llevar__presente_subjuntivo,25,llevar,llevar,presente_subjuntivo,Presente de subjuntivo,regular,ar,no,regular,sí,lleve,lleves,lleve,llevemos,lleven,
llevar__imperfecto_subjuntivo,25,llevar,llevar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,llevara,llevaras,llevara,lleváramos,llevaran,
llevar__imperativo,25,llevar,llevar,imperativo,Imperativo,regular,ar,no,regular,sí,,lleva / no lleves,lleve / no lleve,llevemos / no llevemos,lleven / no lleven,
gustar__presente_indicativo,26,gustar,gustar,presente_indicativo,Presente,regular,ar,no,regular,sí,gusto,gustas,gusta,gustamos,gustan,
gustar__preterito,26,gustar,gustar,preterito,Pretérito,regular,ar,no,regular,sí,gusté,gustaste,gustó,gustamos,gustaron,
gustar__imperfecto,26,gustar,gustar,imperfecto,Imperfecto,regular,ar,no,regular,sí,gustaba,gustabas,gustaba,gustábamos,gustaban,
gustar__futuro,26,gustar,gustar,futuro,Futuro,regular,ar,no,regular,sí,gustaré,gustarás,gustará,gustaremos,gustarán,
gustar__condicional,26,gustar,gustar,condicional,Condicional,regular,ar,no,regular,sí,gustaría,gustarías,gustaría,gustaríamos,gustarían,
gustar__presente_subjuntivo,26,gustar,gustar,presente_subjuntivo,Presente de subjuntivo,regular,ar,no,regular,sí,guste,gustes,guste,gustemos,gusten,
gustar__imperfecto_subjuntivo,26,gustar,gustar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,gustara,gustaras,gustara,gustáramos,gustaran,
gustar__imperativo,26,gustar,gustar,imperativo,Imperativo,regular,ar,no,regular,sí,,gusta / no gustes,guste / no guste,gustemos / no gustemos,gusten / no gusten,
oír__presente_indicativo,27,oír,oír,presente_indicativo,Presente,irregular,ir,no,yo→-go,sí,oigo,oyes,oye,oímos,oyen,
oír__preterito,27,oír,oír,preterito,Pretérito,irregular,ir,no,i→y,sí,oí,oíste,oyó,oímos,oyeron,
oír__imperfecto,27,oír,oír,imperfecto,Imperfecto,regular,ir,no,regular,sí,oía,oías,oía,oíamos,oían,
oír__futuro,27,oír,oír,futuro,Futuro,irregular,ir,no,raíz irregular,sí,oiré,oirás,oirá,oiremos,oirán,
oír__condicional,27,oír,oír,condicional,Condicional,irregular,ir,no,raíz irregular,sí,oiría,oirías,oiría,oiríamos,oirían,
oír__presente_subjuntivo,27,oír,oír,presente_subjuntivo,Presente de subjuntivo,irregular,ir,no,yo irregular,sí,oiga,oigas,oiga,oigamos,oigan,
oír__imperfecto_subjuntivo,27,oír,oír,imperfecto_subjuntivo,Imperfecto de subjuntivo,irregular,ir,no,i→y,sí,oyera,oyeras,oyera,oyéramos,oyeran,
oír__imperativo,27,oír,oír,imperativo,Imperativo,irregular,ir,no,yo irregular,sí,,oye / no oigas,oiga / no oiga,oigamos / no oigamos,oigan / no oigan,
traer__presente_indicativo,28,traer,traer,presente_indicativo,Presente,irregular,er,no,yo→-go,sí,traigo,traes,trae,traemos,traen,
traer__preterito,28,traer,traer,preterito,Pretérito,irregular,er,no,raíz en j,sí,traje,trajiste,trajo,trajimos,trajeron,
traer__imperfecto,28,traer,traer,imperfecto,Imperfecto,regular,er,no,regular,sí,traía,traías,traía,traíamos,traían,
traer__futuro,28,traer,traer,futuro,Futuro,regular,er,no,regular,sí,traeré,traerás,traerá,traeremos,traerán,
traer__condicional,28,traer,traer,condicional,Condicional,regular,er,no,regular,sí,traería,traerías,traería,traeríamos,traerían,
traer__presente_subjuntivo,28,traer,traer,presente_subjuntivo,Presente de subjuntivo,irregular,er,no,yo irregular,sí,traiga,traigas,traiga,traigamos,traigan,
traer__imperfecto_subjuntivo,28,traer,traer,imperfecto_subjuntivo,Imperfecto de subjuntivo,irregular,er,no,raíz en j,sí,trajera,trajeras,trajera,trajéramos,trajeran,
traer__imperativo,28,traer,traer,imperativo,Imperativo,irregular,er,no,yo irregular,sí,,trae / no traigas,traiga / no traiga,traigamos / no traigamos,traigan / no traigan,
vivir__presente_indicativo,29,vivir,vivir,presente_indicativo,Presente,regular,ir,no,regular,sí,vivo,vives,vive,vivimos,viven,
vivir__preterito,29,vivir,vivir,preterito,Pretérito,regular,ir,no,regular,sí,viví,viviste,vivió,vivimos,vivieron,
vivir__imperfecto,29,vivir,vivir,imperfecto,Imperfecto,regular,ir,no,regular,sí,vivía,vivías,vivía,vivíamos,vivían,
vivir__futuro,29,vivir,vivir,futuro,Futuro,regular,ir,no,regular,sí,viviré,vivirás,vivirá,viviremos,vivirán,
vivir__condicional,29,vivir,vivir,condicional,Condicional,regular,ir,no,regular,sí,viviría,vivirías,viviría,viviríamos,vivirían,
vivir__presente_subjuntivo,29,vivir,vivir,presente_subjuntivo,Presente de subjuntivo,regular,ir,no,regular,sí,viva,vivas,viva,vivamos,vivan,
vivir__imperfecto_subjuntivo,29,vivir,vivir,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ir,no,regular,sí,viviera,vivieras,viviera,viviéramos,vivieran,
vivir__imperativo,29,vivir,vivir,imperativo,Imperativo,regular,ir,no,regular,sí,,vive / no vivas,viva / no viva,vivamos / no vivamos,vivan / no vivan,
comprar__presente_indicativo,30,comprar,comprar,presente_indicativo,Presente,regular,ar,no,regular,sí,compro,compras,compra,compramos,compran,
comprar__preterito,30,comprar,comprar,preterito,Pretérito,regular,ar,no,regular,sí,compré,compraste,compró,compramos,compraron,
comprar__imperfecto,30,comprar,comprar,imperfecto,Imperfecto,regular,ar,no,regular,sí,compraba,comprabas,compraba,comprábamos,compraban,
comprar__futuro,30,comprar,comprar,futuro,Futuro,regular,ar,no,regular,sí,compraré,comprarás,comprará,compraremos,comprarán,
comprar__condicional,30,comprar,comprar,condicional,Condicional,regular,ar,no,regular,sí,compraría,comprarías,compraría,compraríamos,comprarían,
comprar__presente_subjuntivo,30,comprar,comprar,presente_subjuntivo,Presente de subjuntivo,regular,ar,no,regular,sí,compre,compres,compre,compremos,compren,
comprar__imperfecto_subjuntivo,30,comprar,comprar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,comprara,compraras,comprara,compráramos,compraran,
comprar__imperativo,30,comprar,comprar,imperativo,Imperativo,regular,ar,no,regular,sí,,compra / no compres,compre / no compre,compremos / no compremos,compren / no compren,
trabajar__presente_indicativo,31,trabajar,trabajar,presente_indicativo,Presente,regular,ar,no,regular,sí,trabajo,trabajas,trabaja,trabajamos,trabajan,
trabajar__preterito,31,trabajar,trabajar,preterito,Pretérito,regular,ar,no,regular,sí,trabajé,trabajaste,trabajó,trabajamos,trabajaron,
trabajar__imperfecto,31,trabajar,trabajar,imperfecto,Imperfecto,regular,ar,no,regular,sí,trabajaba,trabajabas,trabajaba,trabajábamos,trabajaban,
trabajar__futuro,31,trabajar,trabajar,futuro,Futuro,regular,ar,no,regular,sí,trabajaré,trabajarás,trabajará,trabajaremos,trabajarán,
trabajar__condicional,31,trabajar,trabajar,condicional,Condicional,regular,ar,no,regular,sí,trabajaría,trabajarías,trabajaría,trabajaríamos,trabajarían,
trabajar__presente_subjuntivo,31,trabajar,trabajar,presente_subjuntivo,Presente de subjuntivo,regular,ar,no,regular,sí,trabaje,trabajes,trabaje,trabajemos,trabajen,
trabajar__imperfecto_subjuntivo,31,trabajar,trabajar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,trabajara,trabajaras,trabajara,trabajáramos,trabajaran,
trabajar__imperativo,31,trabajar,trabajar,imperativo,Imperativo,regular,ar,no,regular,sí,,trabaja / no trabajes,trabaje / no trabaje,trabajemos / no trabajemos,trabajen / no trabajen,
sacar__presente_indicativo,32,sacar,sacar,presente_indicativo,Presente,regular,ar,no,regular,sí,saco,sacas,saca,sacamos,sacan,
sacar__preterito,32,sacar,sacar,preterito,Pretérito,irregular,ar,no,cambio ortográfico,sí,saqué,sacaste,sacó,sacamos,sacaron,
sacar__imperfecto,32,sacar,sacar,imperfecto,Imperfecto,regular,ar,no,regular,sí,sacaba,sacabas,sacaba,sacábamos,sacaban,
sacar__futuro,32,sacar,sacar,futuro,Futuro,regular,ar,no,regular,sí,sacaré,sacarás,sacará,sacaremos,sacarán,
sacar__condicional,32,sacar,sacar,condicional,Condicional,regular,ar,no,regular,sí,sacaría,sacarías,sacaría,sacaríamos,sacarían,
sacar__presente_subjuntivo,32,sacar,sacar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,cambio ortográfico,sí,saque,saques,saque,saquemos,saquen,
sacar__imperfecto_subjuntivo,32,sacar,sacar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,sacara,sacaras,sacara,sacáramos,sacaran,
sacar__imperativo,32,sacar,sacar,imperativo,Imperativo,irregular,ar,no,cambio ortográfico,sí,,saca / no saques,saque / no saque,saquemos / no saquemos,saquen / no saquen,
sentir__presente_indicativo,33,sentir,sentir,presente_indicativo,Presente,irregular,ir,no,e→ie,sí,siento,sientes,siente,sentimos,sienten,
sentir__preterito,33,sentir,sentir,preterito,Pretérito,irregular,ir,no,e→i (3.ª persona),sí,sentí,sentiste,sintió,sentimos,sintieron,
sentir__imperfecto,33,sentir,sentir,imperfecto,Imperfecto,regular,ir,no,regular,sí,sentía,sentías,sentía,sentíamos,sentían,
sentir__futuro,33,sentir,sentir,futuro,Futuro,regular,ir,no,regular,sí,sentiré,sentirás,sentirá,sentiremos,sentirán,
sentir__condicional,33,sentir,sentir,condicional,Condicional,regular,ir,no,regular,sí,sentiría,sentirías,sentiría,sentiríamos,sentirían,
sentir__presente_subjuntivo,33,sentir,sentir,presente_subjuntivo,Presente de subjuntivo,irregular,ir,no,e→ie/e→i (-ir),sí,sienta,sientas,sienta,sintamos,sientan,
sentir__imperfecto_subjuntivo,33,sentir,sentir,imperfecto_subjuntivo,Imperfecto de subjuntivo,irregular,ir,no,e→i,sí,sintiera,sintieras,sintiera,sintiéramos,sintieran,
sentir__imperativo,33,sentir,sentir,imperativo,Imperativo,irregular,ir,no,e→ie/e→i (-ir),sí,,siente / no sientas,sienta / no sienta,sintamos / no sintamos,sientan / no sientan,
empezar__presente_indicativo,34,empezar,empezar,presente_indicativo,Presente,irregular,ar,no,e→ie,sí,empiezo,empiezas,empieza,empezamos,empiezan,
empezar__preterito,34,empezar,empezar,preterito,Pretérito,irregular,ar,no,cambio ortográfico,sí,empecé,empezaste,empezó,empezamos,empezaron,
empezar__imperfecto,34,empezar,empezar,imperfecto,Imperfecto,regular,ar,no,regular,sí,empezaba,empezabas,empezaba,empezábamos,empezaban,
empezar__futuro,34,empezar,empezar,futuro,Futuro,regular,ar,no,regular,sí,empezaré,empezarás,empezará,empezaremos,empezarán,
empezar__condicional,34,empezar,empezar,condicional,Condicional,regular,ar,no,regular,sí,empezaría,empezarías,empezaría,empezaríamos,empezarían,
empezar__presente_subjuntivo,34,empezar,empezar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,e→ie,sí,empiece,empieces,empiece,empecemos,empiecen,
empezar__imperfecto_subjuntivo,34,empezar,empezar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,empezara,empezaras,empezara,empezáramos,empezaran,
empezar__imperativo,34,empezar,empezar,imperativo,Imperativo,irregular,ar,no,e→ie,sí,,empieza / no empieces,empiece / no empiece,empecemos / no empecemos,empiecen / no empiecen,
quedar__presente_indicativo,35,quedar,quedar,presente_indicativo,Presente,regular,ar,no,regular,sí,quedo,quedas,queda,quedamos,quedan,
quedar__preterito,35,quedar,quedar,preterito,Pretérito,regular,ar,no,regular,sí,quedé,quedaste,quedó,quedamos,quedaron,
quedar__imperfecto,35,quedar,quedar,imperfecto,Imperfecto,regular,ar,no,regular,sí,quedaba,quedabas,quedaba,quedábamos,quedaban,
quedar__futuro,35,quedar,quedar,futuro,Futuro,regular,ar,no,regular,sí,quedaré,quedarás,quedará,quedaremos,quedarán,
quedar__condicional,35,quedar,quedar,condicional,Condicional,regular,ar,no,regular,sí,quedaría,quedarías,quedaría,quedaríamos,quedarían,
quedar__presente_subjuntivo,35,quedar,quedar,presente_subjuntivo,Presente de subjuntivo,regular,ar,no,regular,sí,quede,quedes,quede,quedemos,queden,
quedar__imperfecto_subjuntivo,35,quedar,quedar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,quedara,quedaras,quedara,quedáramos,quedaran,
quedar__imperativo,35,quedar,quedar,imperativo,Imperativo,regular,ar,no,regular,sí,,queda / no quedes,quede / no quede,quedemos / no quedemos,queden / no queden,
verse__presente_indicativo,36,verse,ver,presente_indicativo,Presente,irregular,er,sí,yo irregular,sí,me veo,te ves,se ve,nos vemos,se ven,
verse__preterito,36,verse,ver,preterito,Pretérito,irregular,er,sí,muy irregular,sí,me vi,te viste,se vio,nos vimos,se vieron,
verse__imperfecto,36,verse,ver,imperfecto,Imperfecto,irregular,er,sí,muy irregular,sí,me veía,te veías,se veía,nos veíamos,se veían,
verse__futuro,36,verse,ver,futuro,Futuro,regular,er,sí,regular,sí,me veré,te verás,se verá,nos veremos,se verán,
verse__condicional,36,verse,ver,condicional,Condicional,regular,er,sí,regular,sí,me vería,te verías,se vería,nos veríamos,se verían,
verse__presente_subjuntivo,36,verse,ver,presente_subjuntivo,Presente de subjuntivo,irregular,er,sí,yo irregular,sí,me vea,te veas,se vea,nos veamos,se vean,
verse__imperfecto_subjuntivo,36,verse,ver,imperfecto_subjuntivo,Imperfecto de subjuntivo,irregular,er,sí,muy irregular,sí,me viera,te vieras,se viera,nos viéramos,se vieran,
verse__imperativo,36,verse,ver,imperativo,Imperativo,irregular,er,sí,muy irregular,sí,,vete / no te veas,véase / no se vea,veámonos / no nos veamos,véanse / no se vean,
pensar__presente_indicativo,37,pensar,pensar,presente_indicativo,Presente,irregular,ar,no,e→ie,sí,pienso,piensas,piensa,pensamos,piensan,
pensar__preterito,37,pensar,pensar,preterito,Pretérito,regular,ar,no,regular,sí,pensé,pensaste,pensó,pensamos,pensaron,
pensar__imperfecto,37,pensar,pensar,imperfecto,Imperfecto,regular,ar,no,regular,sí,pensaba,pensabas,pensaba,pensábamos,pensaban,
pensar__futuro,37,pensar,pensar,futuro,Futuro,regular,ar,no,regular,sí,pensaré,pensarás,pensará,pensaremos,pensarán,
pensar__condicional,37,pensar,pensar,condicional,Condicional,regular,ar,no,regular,sí,pensaría,pensarías,pensaría,pensaríamos,pensarían,
pensar__presente_subjuntivo,37,pensar,pensar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,e→ie,sí,piense,pienses,piense,pensemos,piensen,
pensar__imperfecto_subjuntivo,37,pensar,pensar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,pensara,pensaras,pensara,pensáramos,pensaran,
pensar__imperativo,37,pensar,pensar,imperativo,Imperativo,irregular,ar,no,e→ie,sí,,piensa / no pienses,piense / no piense,pensemos / no pensemos,piensen / no piensen,
mandar__presente_indicativo,38,mandar,mandar,presente_indicativo,Presente,regular,ar,no,regular,sí,mando,mandas,manda,mandamos,mandan,
mandar__preterito,38,mandar,mandar,preterito,Pretérito,regular,ar,no,regular,sí,mandé,mandaste,mandó,mandamos,mandaron,
mandar__imperfecto,38,mandar,mandar,imperfecto,Imperfecto,regular,ar,no,regular,sí,mandaba,mandabas,mandaba,mandábamos,mandaban,
mandar__futuro,38,mandar,mandar,futuro,Futuro,regular,ar,no,regular,sí,mandaré,mandarás,mandará,mandaremos,mandarán,
mandar__condicional,38,mandar,mandar,condicional,Condicional,regular,ar,no,regular,sí,mandaría,mandarías,mandaría,mandaríamos,mandarían,
mandar__presente_subjuntivo,38,mandar,mandar,presente_subjuntivo,Presente de subjuntivo,regular,ar,no,regular,sí,mande,mandes,mande,mandemos,manden,
mandar__imperfecto_subjuntivo,38,mandar,mandar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,mandara,mandaras,mandara,mandáramos,mandaran,
mandar__imperativo,38,mandar,mandar,imperativo,Imperativo,regular,ar,no,regular,sí,,manda / no mandes,mande / no mande,mandemos / no mandemos,manden / no manden,
tomar__presente_indicativo,39,tomar,tomar,presente_indicativo,Presente,regular,ar,no,regular,sí,tomo,tomas,toma,tomamos,toman,
tomar__preterito,39,tomar,tomar,preterito,Pretérito,regular,ar,no,regular,sí,tomé,tomaste,tomó,tomamos,tomaron,
tomar__imperfecto,39,tomar,tomar,imperfecto,Imperfecto,regular,ar,no,regular,sí,tomaba,tomabas,tomaba,tomábamos,tomaban,
tomar__futuro,39,tomar,tomar,futuro,Futuro,regular,ar,no,regular,sí,tomaré,tomarás,tomará,tomaremos,tomarán,
tomar__condicional,39,tomar,tomar,condicional,Condicional,regular,ar,no,regular,sí,tomaría,tomarías,tomaría,tomaríamos,tomarían,
tomar__presente_subjuntivo,39,tomar,tomar,presente_subjuntivo,Presente de subjuntivo,regular,ar,no,regular,sí,tome,tomes,tome,tomemos,tomen,
tomar__imperfecto_subjuntivo,39,tomar,tomar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,tomara,tomaras,tomara,tomáramos,tomaran,
tomar__imperativo,39,tomar,tomar,imperativo,Imperativo,regular,ar,no,regular,sí,,toma / no tomes,tome / no tome,tomemos / no tomemos,tomen / no tomen,
pagar__presente_indicativo,40,pagar,pagar,presente_indicativo,Presente,regular,ar,no,regular,sí,pago,pagas,paga,pagamos,pagan,
pagar__preterito,40,pagar,pagar,preterito,Pretérito,irregular,ar,no,cambio ortográfico,sí,pagué,pagaste,pagó,pagamos,pagaron,
pagar__imperfecto,40,pagar,pagar,imperfecto,Imperfecto,regular,ar,no,regular,sí,pagaba,pagabas,pagaba,pagábamos,pagaban,
pagar__futuro,40,pagar,pagar,futuro,Futuro,regular,ar,no,regular,sí,pagaré,pagarás,pagará,pagaremos,pagarán,
pagar__condicional,40,pagar,pagar,condicional,Condicional,regular,ar,no,regular,sí,pagaría,pagarías,pagaría,pagaríamos,pagarían,
pagar__presente_subjuntivo,40,pagar,pagar,presente_subjuntivo,Presente de subjuntivo,irregular,ar,no,cambio ortográfico,sí,pague,pagues,pague,paguemos,paguen,
pagar__imperfecto_subjuntivo,40,pagar,pagar,imperfecto_subjuntivo,Imperfecto de subjuntivo,regular,ar,no,regular,sí,pagara,pagaras,pagara,pagáramos,pagaran,
pagar__imperativo,40,pagar,pagar,imperativo,Imperativo,irregular,ar,no,cambio ortográfico,sí,,paga / no pagues,pague / no pague,paguemos / no paguemos,paguen / no paguen,
quedarse__presente_indicativo,41,quedarse,quedar,presente_indicativo,Presente,regular,ar,sí,regular,sí,me quedo,te quedas,se queda,nos quedamos,se quedan,
quedarse__preterito,41,quedarse,quedar,preterito,Pretérito,regular,ar,sí,regular,sí,me quedé,te quedaste,se quedó,nos quedamos,se quedaron,
